"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VI;17079;FORCE EVO;1.750,00
VI;17081;CUPROSSIL IDRO NEW 20 WG;818,00
VI;17091;;70,00
VI;17091;CHAMP 20 WG;1.460,00
VI;17093;MOSAIKO MICRO FLOW;5,00
VI;17107;;13,00
VI;17107;SPYRIT 50 SC;14,00
VI;17111;;15,00
VI;17113;MIKAL F;42,00
VI;17115;ZETROLA;60,00
VI;17116;;84,00
VI;17116;ACTIVUS ME;76,00
VI;17117;;5,00
VI;17118;BIOACT PRIME DC;0,50
VI;17119;SQUARE EC;2,00
VI;17125;;4,00
VI;17125;LOCK UP;3,00
VI;17126;BATUTA 500 SC;5,00
VI;17128;JURA EC;20,00
VI;17141;SELECTRUM;5,00
VI;17163;ALMADA MZ;12,00
VI;17170;BELKAP EXTRA;50,00
VI;17178;;159,00
VI;17204;;109,00
VI;17204;CYPRUS 25 WG;5.400,00
VI;17209;;25,00
VI;17209;DAVAI;37,00
VI;17248;;19,00
VI;17248;ZORVEC VINABEL;189,00
VI;17264;ZOLFO LIQUIDO 80 SC;2.060,00
VI;17272;SERIFEL;0,50
VI;17273;FLYPACK DACUS TRAP;509,50
VI;17273;FLYPACK DACUS TRAP (PZ);975,00
VI;17275;NOTO CLASS;117,00
VI;17293;DIAGONAL;52,00
VI;17294;ZORVEC EPICALTRIN;4,20
VI;17306;HIGHTOP;36,00
VI;17310;ITERAL;11,20
VI;17311;VINIFOL WDG;22,50
VI;17320;SENIOR 75 WG;23,00
VI;17323;CONTENDER 800;1,00
VI;17326;BELEM PRO;12,00
VI;17336;FAIRPLAY;6,15
VI;17337;;22,00
VI;17346;EXOSET 240 EC;876,00
VI;17350;SONATA;175,00
VI;17355;;37,00
VI;17360;MAGO;261,00
VI;17366;LOYANT 25 Neo EC;72,00
VI;17368;ALETIL DF;3,00
VI;17372;COPRANTOL 30 WG;173,00
VI;17377;;0,39
VI;17377;REFINE SX;2,34
VI;17378;GACHINKO;10,80
VI;17398;DOMITREL 400 CS;14,00
VI;17412;KANTIK;63,00
VI;17432;;1,00
VI;17434;CARNIVAL FOUR;78,00
VI;17451;TEKKEN;122,00
VI;17454;;36,00
VI;17454;ENCARIT;108,00
VI;17461;;41,00
VI;17461;ORONDIS;0,60
VI;17469;;50,69
VI;17469;TAEGRO;39,50
VI;17470;LIMOCIDE;127,00
VI;17472;JADE;211,00
VI;17496;;87,00
VI;17500;ELAND WG;1,00
VI;17508;;25,00
VI;17523;LUMIX BIO;223,00
VI;17532;CONTENDER PLUS;20,00
VI;17541;CHANTICO;13,50
VI;17552;COLUMBO PRO;72,00
VI;17597;;82,00
VI;17598;AFINTO;0,14
VI;17634;;64,00
VI;17634;FRAXION;172,00
VI;17642;BUSSOLA;105,00
VI;17655;;47,00
VI;17657;EXTASE R;160,00
VI;17680;GALILEO;126,00
VI;17693;HATTRICK 30 WG;1.665,00
VI;17715;CHECKMATE VBM-PRO;24,80
VI;17744;CHOUCAS;4,00
VI;17746;CLEMATIS;117,00
VI;17749;;610,00
VI;17749;DRONE;12,00
VI;17760;;18,04
VI;17760;NIRVANA;4,84
VI;17769;VULPIN;13,00
VI;17828;;4.950,00
VI;17828;AF-X1 2021;337,50
VI;17854;;4,00
VI;17854;SUNDEK CIMICE 2021;6,00
VI;17858;;2,00
VI;17858;EXIREL 2021;14,00
VI;17869;ACELEPRYN 2021;3,00
VR;13;;35.920,00
VR;13;THIOPRON;45.290,00
VR;17;U 46 COMBI FLUID;2,00
VR;133;U 46 D-FLUID;165,00
VR;206;ALBENE;2.790,00
VR;565;FUMATHANE 510;17.250,00
VR;599;;660,00
VR;599;ACUPRICO 76 WG;4.315,00
VR;599;ACUPRICO 76WG;107,00
VR;619;VALGRAN;149,00
VR;747;;2.580,00
VR;747;ZOLFO SPRUZZABILE;1.350,00
VR;779;;300,00
VR;779;TRIMANOC 80 WP;650,00
VR;909;;36.385,00
VR;909;POLISOLFURO DI CALCIO;2.200,00
VR;909;POLISOLFURO DI CALCIO POLISENIO;79.720,00
VR;1155;;5,00
VR;1155;CHEMOL 90 EL;1.555,00
VR;1156;;85.945,00
VR;1156;CHEMOL;79.420,00
VR;1156;CHEMOL PFnPE;46,00
VR;1562;;130,00
VR;1562;ERBITOX M PRO;1,00
VR;1573;;4.560,00
VR;1573;BASAMID GRANULAT;2.360,00
VR;1583;;185.275,00
VR;1583;MICROTHIOL DISPERSS;178.918,00
VR;1714;;228,00
VR;1714;KERB 80 EDF;793,00
VR;1823;;975,00
VR;1823;ZOLFO 80 MICRONIZZATO;1.075,00
VR;1850;IDRORAME FLOW;2,00
VR;1850;IDRORAME FLOW PFnPE;2,25
VR;1903;SULFURENE;525,00
VR;1936;;59.795,00
VR;1936;LIQUIZOL M;3.450,00
VR;2191;WETTING PLUS;1.332,00
VR;2259;PASTA LUMACHICIDA IN GRANI PFnPE;451,00
VR;2260;;1.017,00
VR;2260;GASTROTOX E;6,00
VR;2307;;4.505,00
VR;2307;VECTOR;3.045,00
VR;2353;;459,00
VR;2353;BONALAN;2.952,00
VR;2518;ACTELLIC 2/P;10,00
VR;2525;LUMACID AGRO;10,00
VR;2603;ESCACIDE;21,00
VR;2732;;39,00
VR;2732;GOLTIX;990,00
VR;2923;;309.628,00
VR;2923;TIOVIT JET;115.564,00
VR;2934;MICROSOL 90 PFnPE;18,00
VR;2940;LIMACIDE PELLETS;165,50
VR;2940;LIMACIDE PELLETS PFnPE;137,00
VR;2983;NIMROD;21,00
VR;2995;;917,00
VR;2995;ESCARTOX;849,70
VR;2995;ESCARTOX PFnPE;976,00
VR;3065;;1.559,50
VR;3065;OLIOCIN;8.629,50
VR;3065;OLIOCIN EW 80;10,00
VR;3065;OLIOCIN PFnPE;12,30
VR;3082;OLEOTER ESTATE;105,00
VR;3102;;300,00
VR;3102;OLEOTER;32.717,75
VR;3102;OLEOTER PFnPE;160,75
VR;3141;;4,00
VR;3163;U 46 M STAR;13,00
VR;3219;CARAKOL AGRO;10,00
VR;3343;;405,00
VR;3343;U46 M CLASS;510,00
VR;3412;;397,00
VR;3412;SYLLIT 65;227,00
VR;3486;TRISCABOL DG;765,00
VR;3503;AGRUMIN;50,00
VR;3519;;42,00
VR;3519;METAMBANE;40,00
VR;3553;;49,00
VR;3553;CURZATE;195,00
VR;3555;CURZATE M;119,00
VR;3640;;1.910,00
VR;3640;CUPROSTAR;84,00
VR;3658;SIPCAMOL E;2,50
VR;3745;;1.420,00
VR;3745;METAM;2.000,00
VR;3754;;65,00
VR;3767;;3.109,00
VR;3767;FENOXILENE 200;2.011,00
VR;3767;FENOXILENE MAX;33,00
VR;3779;;2.210,00
VR;3779;VAPAM;16.100,00
VR;3817;;126,00
VR;3817;DISERBONE KN;3,00
VR;4199;;35.642,00
VR;4199;PENNCOZEB DG;25.512,00
VR;4461;;5,00
VR;4552;;560,00
VR;4552;DITHANE DG NEOTEC;9.101,00
VR;4701;;325,00
VR;4701;PIRIMOR 50;738,00
VR;4710;;1.797,50
VR;4710;ALIETTE;1.330,70
VR;4710;ALIETTE PFnPE;4,15
VR;4896;RIGENAL P;19,90
VR;4896;RIGENAL P PFnPE;3,10
VR;5152;TIOSPOR WG;50.765,00
VR;5228;CARAKOL PFnPE;16,00
VR;5292;FIXORMON;10,00
VR;5295;FITONEX;1,00
VR;5414;RADICANTE POLVERE TALEE LEGNOSE;2,70
VR;5467;METADENE;29,00
VR;5574;;16,00
VR;5574;LUMAKIDIN 5G;1,00
VR;5574;LUMAKIDIN 5G PFnPE;35,00
VR;5581;GIBBERELLINA CIFO;2,10
VR;5796;;9,00
VR;5796;GARLON;426,00
VR;5980;FITOP 80;48,00
VR;6037;;24,00
VR;6037;TECTO SC;2,00
VR;6058;GIBERLAN C;0,25
VR;6136;;60,00
VR;6136;GERMON L;15,00
VR;6321;;49,10
VR;6321;STIMOLANTE 66F;96,00
VR;6322;;445,00
VR;6322;OBSTHORMON 24A;788,00
VR;6322;OBSTHORMON 24A PFnPE;1,00
VR;6389;DUECI-FITO RADICANTE PFnPE;6,55
VR;6389;LINFA RADICE FACILE;0,05
VR;6437;;474,00
VR;6437;ETHREL;979,00
VR;6438;BI-FEN;193,00
VR;6505;NOKAD;0,50
VR;6555;K-OBIOL ULV 6;40,00
VR;6556;;93,00
VR;6556;K-OBIOL DP2;197,00
VR;6557;;1,00
VR;6557;K-OBIOL EC 25;7,00
VR;6751;;30,00
VR;6751;RASEN FLORANID PFnPE;37,50
VR;6771;;5.676,00
VR;6873;IDRORAME 193;1.815,00
VR;6945;;120,50
VR;6945;TOPAS 10 EC;711,00
VR;6956;TARGA FLO;404,00
VR;7020;BAGNANTE CIFO;3.171,00
VR;7053;PASTA CAFFARO NC;102,00
VR;7055;;3,00
VR;7055;PASTA CAFFARO BLU;474,00
VR;7055;PASTA CAFFARO BLU PFnPE;40,00
VR;7101;LIMAVAL;112,00
VR;7368;;109,00
VR;7368;TURFENE L;228,00
VR;7368;TURFENE L PFnPE;17,00
VR;7379;;9,00
VR;7379;VENZAR;54,00
VR;7401;POLTIGLIA CAFFARO 20 DF NEW;86,00
VR;7411;;9,10
VR;7411;DIRAGER;83,40
VR;7441;LONDAX 60 DF;2,50
VR;7454;ORMONE AG COMPRESSE;1,20
VR;7483;;237,00
VR;7483;DEVRINOL F;1.804,00
VR;7534;;600,00
VR;7534;ROYAL MH;5.980,00
VR;7541;;40,75
VR;7541;APOLLO SC;108,00
VR;7541;APOLLO SC PFnPE;7,15
VR;7555;KLARTAN 20 EW;9,00
VR;7597;ENERGIL 100 A;14,00
VR;7611;;3.579,00
VR;7611;ENOVIT METIL FL;7.781,00
VR;7700;;141,80
VR;7700;MATACAR FL;216,20
VR;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;9.500,00
VR;7737;;2.925,00
VR;7764;TIOLENE;790,00
VR;7764;TIOLENE PFnPE;0,10
VR;7876;;6,00
VR;7876;PIRIMOR 17,5;18,00
VR;7911;;12.330,00
VR;7911;AIRONE EXTRA;11.220,00
VR;7916;;57.956,00
VR;7916;POLYRAM DF;72.181,00
VR;7919;;19.240,00
VR;7919;TOUCHDOWN;15.465,00
VR;7922;OPALENE;326,00
VR;7922;OPALENE PFnPE;99,00
VR;7930;;261,00
VR;7930;KERB FLO;1.869,00
VR;7961;;24,00
VR;7961;RIZOLEX  GOLD;618,00
VR;7983;ZODIAC DFF;105,00
VR;8001;;2,86
VR;8001;AGRO-PYR PFnPE;3,24
VR;8023;SUMIALFA ECHO;81,00
VR;8028;;96,00
VR;8054;;15,00
VR;8054;METIS ECHO;14,00
VR;8064;IMPACT;222,00
VR;8102;;12.470,00
VR;8102;MERPAN 80 WDG;18.491,00
VR;8146;;146,50
VR;8146;GALLERY;546,00
VR;8184;;1.250,00
VR;8184;CHALLENGE;3.092,00
VR;8229;BOLAS SC;2,00
VR;8259;;42,00
VR;8259;LAMDEX EXTRA;2.311,00
VR;8320;;59,00
VR;8320;DELFIN;145,00
VR;8340;;108,00
VR;8351;Z.M. 75 DG;3.190,00
VR;8360;PULL 52 DF;4,90
VR;8376;;1.061,00
VR;8376;ARIANE II;490,00
VR;8382;ROUNDUP BIOFLOW;14,08
VR;8382;ROUNDUP BIOFLOW PFnPE;73,82
VR;8498;;93,50
VR;8498;FOLICUR WG;364,00
VR;8542;;1.306,00
VR;8542;FORUM 50 WP;960,00
VR;8546;;246,00
VR;8546;DANITRON;199,00
VR;8558;PIRETRO VERDE;11,90
VR;8558;PIRETRO VERDE PFnPE;28,86
VR;8599;;586,00
VR;8599;GOLD BEET;25,00
VR;8601;;28.179,00
VR;8601;FOLPAN 80 WDG;37.240,00
VR;8617;BANVEL 480 S;100,00
VR;8656;GLIFENE HP;3.988,00
VR;8706;;637,50
VR;8706;AMID THIN W;2.580,50
VR;8712;;127,00
VR;8712;ALLEGANTE 4% AF 96;177,00
VR;8715;;30,00
VR;8715;DIRAMID;77,00
VR;8717;;20,00
VR;8717;GERAMID NEU;45,00
VR;8721;NEXTER;4,00
VR;8735;;3.375,00
VR;8735;TREBON UP;3.200,50
VR;8742;;137,00
VR;8742;INDAR 5 EW;201,00
VR;8755;;2,25
VR;8795;;1.282,00
VR;8795;VERTIMEC EC;1.702,75
VR;8796;SELECT;7,00
VR;8797;BINAL PRO;270,00
VR;8801;;58,25
VR;8801;SCORE 25 EC;542,25
VR;8836;;746,00
VR;8836;MIMIC;462,00
VR;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;5,00
VR;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;5,60
VR;8874;;85,00
VR;8874;ETOFUM - FL;120,00
VR;8882;;21,00
VR;8882;ULTRA FINE OIL;1.605,00
VR;8886;;5,76
VR;8886;SAFARI;10,00
VR;8899;ZOLFO VENTILATO RAMATO 5%;3.570,00
VR;8929;;43,00
VR;8933;SOLEAS;12,00
VR;8934;;185,00
VR;8934;SCALA;1.921,00
VR;8937;;46,00
VR;8937;MASAI 20 WP;44,00
VR;8937;SHIRUDO;55,00
VR;9005;;101,00
VR;9005;AGIL;6.054,00
VR;9010;RAMEZIN COMBI WG;60,00
VR;9012;;2.500,00
VR;9012;CUPROCAFFARO MICRO;7.014,00
VR;9041;;81.130,00
VR;9061;PANTOPUR MC;163,00
VR;9126;CONCORDE COMBI;3,00
VR;9126;CONCORDE COMBI PFnPE;28,00
VR;9148;SYLLIT 400 SC;2,00
VR;9181;GULLIVER;4,72
VR;9210;;19,00
VR;9210;QUADRIS;311,00
VR;9244;;13.050,00
VR;9244;ZIRAMIT 76 WG;6.190,00
VR;9267;;6.000,00
VR;9267;ROYALTAC N;90.460,00
VR;9279;;5,00
VR;9280;;36,00
VR;9280;TOPAS 200 EW;37,50
VR;9286;;189,00
VR;9286;OHAYO;1.278,00
VR;9298;;7.060,00
VR;9298;METHAM NA 51;43.875,00
VR;9306;;15,00
VR;9306;PROPLANT;364,00
VR;9342;;5,50
VR;9342;DELTRIN;8,00
VR;9342;DELTRIN PFnPE;35,50
VR;9371;;0,16
VR;9373;;98,00
VR;9373;CHORUS;113,00
VR;9411;RADIP ORMON;0,30
VR;9411;RADIP ORMON PFnPE;3,15
VR;9420;OSSIRAM 70 FLOW;50,00
VR;9422;;485,50
VR;9422;EVADE;583,60
VR;9449;EMERALD COMBI;4,00
VR;9449;EMERALD COMBI PFnPE;18,00
VR;9477;;160,00
VR;9509;;69,00
VR;9509;PROMALIN NT;77,00
VR;9569;;840,00
VR;9569;ZETARAM 3B FL;109,00
VR;9575;DRIBBLING 240 EC;131,00
VR;9578;;4.962,25
VR;9578;SWITCH;5.337,00
VR;9627;POLTIGLIA BORDOLESE DISPERSS;945,00
VR;9631;METRIN EC;617,00
VR;9634;CARNIVAL RIO;38,00
VR;9655;PRIMIAL WG;145,00
VR;9668;;81,00
VR;9668;RUFAST E-FLO;325,91
VR;9678;M70 DF;1.950,00
VR;9679;;895,00
VR;9679;KRISTAL 32 WG;332,00
VR;9695;;26,50
VR;9695;PERLAN;138,00
VR;9696;NOVAGIB;67,00
VR;9705;;300,00
VR;9705;PREVITER;1.245,10
VR;9723;;7.410,00
VR;9723;DE-SPROUT N;41.550,00
VR;9724;;3.415,00
VR;9724;TIOWETTING DF;15.988,50
VR;9744;;749,00
VR;9744;SCORE 10 WG;1.487,00
VR;9747;;0,01
VR;9757;;109,00
VR;9757;SPYRALE;101,00
VR;9787;MICROBAGNABILE WG;825,00
VR;9790;;184,00
VR;9790;CONTATTO 320;65,00
VR;9794;PLANET C;58,00
VR;9800;;1.128,00
VR;9800;MAVRIK 20 EW;6,70
VR;9800;MAVRIK SMART;3.440,35
VR;9809;;55,00
VR;9809;MALVIN 80 WG;1.700,00
VR;9813;DICLOPYR;4,00
VR;9843;;216,00
VR;9843;BASAGRAN SG;1.575,00
VR;9872;AKRIS;575,00
VR;9882;COBRE NORDOX 50;135,00
VR;9905;;44,50
VR;9905;THIOCUR 20 EW;22,00
VR;9908;;5,00
VR;9908;SYSTHANE 20 EW;6,00
VR;9952;;16,00
VR;9952;COLZANET;1,00
VR;9954;;380,00
VR;9954;JOKER;1.182,00
VR;10004;AGRIMIX PRO;39,50
VR;10005;SCOTTS WEEDCONTROL;9,00
VR;10005;SCOTTS WEEDCONTROL PFnPE;12,00
VR;10009;GIBGRO 20%;39,00
VR;10029;KING;2,40
VR;10029;KING PFnPE;0,50
VR;10048;;3.300,00
VR;10048;KUMULUS TECNO;19.175,00
VR;10055;PROVADO PIN;0,30
VR;10105;;36,25
VR;10105;RIDOMIL GOLD SL;58,75
VR;10109;APRON XL;15,00
VR;10117;;2.491,00
VR;10117;STRATOS ULTRA;6.539,00
VR;10118;;16,00
VR;10118;AMISTAR;211,00
VR;10127;DECIS JET;36,00
VR;10139;PYKOS;43,00
VR;10142;;200,00
VR;10142;VERNOIL;660,00
VR;10154;;7,00
VR;10154;BORDOFLOW SECTOR;10,00
VR;10161;;336,00
VR;10161;ORTIVA;910,00
VR;10196;NECTAR;0,50
VR;10209;GLYFOS ULTRA;381,00
VR;10220;DICOPUR COMBI;91,00
VR;10224;;1.690,00
VR;10224;EMME-H;11.550,00
VR;10226;NOXIS M;1.105,00
VR;10230;LUMAPLUS;12,00
VR;10230;LUMAPLUS PFnPE;180,00
VR;10263;;59,00
VR;10263;DRIVER;10,00
VR;10272;;2.500,00
VR;10272;CEREXIL M DG;8.330,00
VR;10275;STELLA EC;9,00
VR;10296;;2.283,00
VR;10296;IPERION;2.440,00
VR;10305;;992,00
VR;10305;OIKOS;1.116,24
VR;10305;OIKOS PFnPE;1,64
VR;10306;MISTRAL;396,00
VR;10324;NEMATHORIN 10 G;150,00
VR;10329;;1.020,00
VR;10329;FORUM MZ WG;198,00
VR;10350;;390,00
VR;10350;BLAST SG;744,00
VR;10357;;6,00
VR;10357;RIGRON SG;1.218,00
VR;10368;;163,00
VR;10368;TRISCABOL 76 WG;12,00
VR;10381;;19,40
VR;10381;CONCORDE 40 EW;0,03
VR;10381;CONCORDE 40 EW PFnPE;22,67
VR;10415;;54,00
VR;10415;ARIC 480 L.S.;31,00
VR;10423;;1.076,00
VR;10423;LUMACHICIDA VEBI;13,00
VR;10423;LUMACHICIDA VEBI PFnPE;9,00
VR;10425;;20,00
VR;10425;SCUDEX;111,00
VR;10439;;1.072,00
VR;10439;SPRAY DUNGER GLOBAL;216,00
VR;10440;EXPANDER;348,00
VR;10456;KLARO ULTRA PFnPE;3,25
VR;10461;;2,50
VR;10461;DICOTURF PFnPE;98,50
VR;10474;TERDIM;2.220,00
VR;10477;;18,00
VR;10479;;261,00
VR;10479;NATURALIS;519,00
VR;10506;LALSTOP K61 WP;4,58
VR;10509;;100,00
VR;10543;POLYKRON GLOBAL;30,00
VR;10560;;2,00
VR;10560;PIRETRO NATURA;92,00
VR;10563;ACOIDAL;2,00
VR;10573;;5.510,00
VR;10573;KOCIDE 2000;5.344,00
VR;10577;;493,00
VR;10577;METRIPHAR 70 WG;254,00
VR;10585;;165,00
VR;10585;SULCOTREK;4.665,00
VR;10588;;844,00
VR;10589;FLORA VERDE PFnPE;280,00
VR;10589;FLORA VERDE PFnPE PFnPE;0,36
VR;10604;;623,08
VR;10604;EMERALD 40 EW;222,47
VR;10604;EMERALD 40 EW PFnPE;63,41
VR;10627;;7,00
VR;10627;FRUPICA;8,00
VR;10632;;605,00
VR;10632;COBRE NORDOX SUPER 75 WG;3.047,00
VR;10647;DINAPIC;10,00
VR;10650;BELGARD;11,00
VR;10701;;690,00
VR;10701;CUMETA FLOW;4.199,50
VR;10710;TOMAGAN;4,00
VR;10734;;1.064,00
VR;10734;DUAL GOLD;996,00
VR;10735;;96,00
VR;10735;PRIMAGRAM GOLD;2.793,00
VR;10741;;1.305,00
VR;10741;METACINQUE;615,00
VR;10741;METACINQUE PFnPE;3.866,00
VR;10752;;651,50
VR;10752;STEWARD;1.011,25
VR;10753;FOLICUR SE;5,00
VR;10771;;4.473,50
VR;10771;MOST MICRO;10.335,10
VR;10832;LIMATER PFnPO;13,50
VR;10864;KOLFLOR GIARDINO LUMACHICIDA PFnPO;95,00
VR;10878;PANESCA PFnPO;9,00
VR;10889;;1,00
VR;10889;AGRIMIX GOLD;100,00
VR;10890;;765,00
VR;10890;FLiPPER;1.461,00
VR;10890;FLiPPER PFnPE;0,45
VR;10891;BORDOLIT 20 PB;30,00
VR;10925;BEYOND;2,00
VR;10926;;111,00
VR;10926;ALTOREX;253,00
VR;10929;;37,80
VR;10929;CHIKARA 25 WG;85,25
VR;10944;;488,50
VR;10944;KARATE ZEON;470,25
VR;10948;VITISAN WG;36,50
VR;10952;CARPOVIRUSINE PLUS;1.707,00
VR;10976;;1.271,48
VR;10976;METEOR;315,00
VR;10976;METEOR PFnPE;462,23
VR;10999;;1,00
VR;10999;BETANAL SE;322,00
VR;11011;;758,00
VR;11011;DASH HC;1.536,00
VR;11012;;20,00
VR;11012;AURA;243,00
VR;11027;MET-BLOC PFnPE;13,00
VR;11040;;150,00
VR;11040;POLTIGLIA BORDOLESE DISPERSS BLU;490,00
VR;11044;TUREX;4,00
VR;11059;;134,00
VR;11059;BIOPOWER;689,00
VR;11062;;129,50
VR;11062;BION 50 WG;85,50
VR;11070;;164.370,00
VR;11088;;122,00
VR;11088;BION MX;236,00
VR;11102;;13.890,00
VR;11102;HELIOSOUFRE S;5.027,00
VR;11107;;0,02
VR;11107;ECO-TRAP;20,88
VR;11119;;295,00
VR;11119;FLINT;638,00
VR;11133;SHELTER;211,50
VR;11150;ALL SEASONS;7.150,00
VR;11165;POLAK;17,00
VR;11173;;2.495,00
VR;11173;AVAUNT EC;2.164,00
VR;11183;;1,00
VR;11183;PROGERBALIN LG;1.347,50
VR;11185;;365,00
VR;11185;GERLAGIB LG;1.240,00
VR;11196;;40,00
VR;11196;SULFAR;70,00
VR;11197;;330,00
VR;11206;;197,50
VR;11206;CODACIDE;3.293,00
VR;11231;;6.660,00
VR;11231;MICOSPOR 80 WDG;1.414,00
VR;11233;SPORAMIL M;1.000,00
VR;11243;;730,00
VR;11243;LEOPARD 5 EC;3.964,00
VR;11252;;4,00
VR;11253;CALLISTO;94,00
VR;11257;;976,50
VR;11257;COSTAR WG;459,00
VR;11258;;210,00
VR;11258;FAZOR STAR;2.350,00
VR;11303;;630,00
VR;11303;CHAMP DP;7.760,00
VR;11341;;5,00
VR;11341;STARANE GOLD;1.102,00
VR;11353;;2.054,00
VR;11353;FUSILADE MAX;4.972,00
VR;11355;TAMIFUM;72.650,00
VR;11359;SARCAP 800;3.390,00
VR;11379;;2.130,00
VR;11379;ROYAL MH STAR - TAB;6.240,00
VR;11382;GARDENE PLUS PFnPE;80,50
VR;11390;VITENE TRIPLO BLU;2,00
VR;11393;;91,00
VR;11402;;45,00
VR;11402;MELODY COMBI;150,00
VR;11416;;1.585,00
VR;11416;OVIPRON TOP;505,00
VR;11427;AGRIGOLF GOLD;1,00
VR;11448;;202,00
VR;11448;KICKER;39,00
VR;11449;;23.171,00
VR;11449;GARDOPRIM GOLD;665,00
VR;11467;SLUGMET PFnPO;20,00
VR;11479;;201,00
VR;11479;BRANCHER DIRADO;119,00
VR;11497;;12.475,00
VR;11497;CRITTOVIT WG;10,00
VR;11501;PARIFOL;98,00
VR;11505;;98,00
VR;11505;READY GERMIPLUS;623,00
VR;11510;NOIDIO GOLD;1,00
VR;11513;EXILIS;3,00
VR;11525;FUNGIDINA 400 SC;250,00
VR;11526;;412,00
VR;11526;SULTAN;1.297,00
VR;11534;BIOTIOL;2,40
VR;11548;;16,64
VR;11548;ISONET L TT;8,08
VR;11549;ISOMATE OFM ROSSO FLEX;36.001,55
VR;11550;;0,78
VR;11551;ISOMATE C PLUS;3,50
VR;11556;;8,16
VR;11556;RAK 5+6;5.292,00
VR;11561;;884,00
VR;11561;NEEMAZAL T/S;1.114,97
VR;11561;NEEMAZAL T/S PFnPE;2,17
VR;11569;;809,00
VR;11569;CUPROXAT S.D.I.;6.680,00
VR;11596;CALYPSO;1,00
VR;11611;;930,00
VR;11611;VYDATE 10L;3.390,00
VR;11619;;11,00
VR;11619;TIOFLOR WDG;21.372,00
VR;11619;TIOFLOR WDG PFnPE;2,50
VR;11637;CUPROFIX C DISPERSS;60,00
VR;11642;PIKAR;0,25
VR;11649;;168,00
VR;11649;COMMAND 36 CS;628,80
VR;11654;GRIZZLY EC;60,00
VR;11660;SHOGUN;1.483,00
VR;11678;;8,00
VR;11678;ACTELLIC 2/P NEWPHARM;27,00
VR;11679;GIBERAL COMPRESSE;1,41
VR;11690;;3,00
VR;11690;GOAL 480 SC;18,00
VR;11693;;472,25
VR;11693;LASER;1.305,60
VR;11693;LASER PFnPE;8,85
VR;11694;CONSERVE SC PFnPE;0,90
VR;11701;BOTANIGARD OD;231,00
VR;11711;MEXIRAM HI BIO;12.660,00
VR;11722;GEONEX PFnPE;21,00
VR;11730;COSMOTRIN;3,65
VR;11730;COSMOTRIN PFnPE;0,75
VR;11732;ALLEATO 80 WG;18,00
VR;11760;;23.180,00
VR;11760;POLITHIOL;8.760,00
VR;11762;;20,00
VR;11762;FORUM STAR;115,00
VR;11767;;10,00
VR;11767;BIG MAIS;36,00
VR;11779;KOP-TWIN;1.040,00
VR;11786;;2,76
VR;11786;AQ 10 WG;4,05
VR;11788;;85,00
VR;11788;NEMACUR 240 CS;40,00
VR;11789;;59,00
VR;11789;MANAGER;504,00
VR;11793;XENTARI WG;312,50
VR;11794;;27,00
VR;11794;PRESSING 500;11,25
VR;11802;TETRACAP 80 DG;8.120,00
VR;11814;;144,00
VR;11814;SPADA 200 EC;881,00
VR;11852;;77,50
VR;11852;SEVEN;19,18
VR;11852;SEVEN PFnPE;69,92
VR;11857;MIDAURIL COMBI;2.445,00
VR;11862;LOBBY;61,00
VR;11866;AGRO-OIL PFnPE;6,50
VR;11870;CUPRITAL S.D.I.;13,00
VR;11870;CUPRITAL S.D.I. PFnPE;12,00
VR;11908;VENTUREX 400 SC;11,00
VR;11926;;7,00
VR;11926;NOIDIO GOLD 10 EC;13,00
VR;11944;;260,00
VR;11944;ASPECT;1.620,00
VR;11948;;20,00
VR;11964;POLTIGLIA CAFFARO 20 GD;6.890,00
VR;11967;MICLOTOP EC;239,00
VR;11979;BORDO 20 MICRO;36,50
VR;11991;;95,00
VR;11991;NEEMIK TEN;2.533,00
VR;11997;MAVRIK CASA GIARDINO PFnPO;0,10
VR;12010;;57,00
VR;12010;TUAREG;14,00
VR;12020;;2,76
VR;12020;SUCCESS;120,41
VR;12020;SUCCESS PFnPE;4,20
VR;12023;KLARTAN SMART;10,00
VR;12023;MEGIC 240;15,50
VR;12037;;660,00
VR;12037;CAMIX;55,00
VR;12041;MARTOS;591,00
VR;12043;;691,50
VR;12043;PREVICUR ENERGY;933,35
VR;12043;PREVICUR ENERGY PFnPE;1,15
VR;12044;CURZATE SYSTEM;5,00
VR;12048;TIOSOL 80 WG;42.297,00
VR;12048;TIOSOL 80 WG PFnPE;10,70
VR;12067;;40,00
VR;12067;CIPER;33,00
VR;12068;;3,15
VR;12068;TEFLUSTAR;683,30
VR;12068;TEFLUSTAR PFnPE;3,50
VR;12090;MICROSED GEO;4.780,00
VR;12096;;49.980,00
VR;12096;POLTIGLIA DISPERSS;44.600,00
VR;12100;ASSET DUO;331,00
VR;12106;;216,00
VR;12113;;13,00
VR;12113;VIRGO;21,00
VR;12114;;265,10
VR;12114;AUXIGER LG;1.020,00
VR;12115;BARRACUDA;65,00
VR;12133;;112,00
VR;12133;JUVINAL GOLD;1.034,00
VR;12149;;161,00
