Provincia,"N. Reg.","Prodotto fitosanitario venduto*","Quantità(Kg o litri)"
TV,8581,FOLIANE SC,3010.00
TV,8599,GOLD BEET,780.00
TV,8601,,16837.00
TV,8601,FOLPAN 80 WDG,36805.00
TV,8601,FOLPAN 80 WDG DA 5 CHILI,25.00
TV,8601,FOLPAN 80 WDG KG 1,14.00
TV,8601,FOLPAN 80 WDG KG 5,40.00
TV,8656,,2045.00
TV,8656,GLIFENE HP,9366.00
TV,8656,GLIFENE HP LT 1,60.00
TV,8656,GLIFENE HP LT 20,540.00
TV,8656,GLIFENE HP LT 5,255.00
TV,8656,GLIFENE HP PFnPE,100.00
TV,8661,KENTAN DF,240.00
TV,8706,AMID THIN W,8.50
TV,8715,DIRAMID,14.00
TV,8735,,1934.00
TV,8735,TREBON UP,11387.50
TV,8735,TREBON UP 0.5,17.50
TV,8735,TREBON UP DA 0.5 LITRI,10.00
TV,8735,TREBON UP ML 500,61.00
TV,8795,,4.50
TV,8795,VERTIMEC EC,170.00
TV,8801,,136.00
TV,8801,SCORE 25 EC,1471.75
TV,8836,MIMIC,170.00
TV,8837,GERMON BEWURZELUNGSPUDER PER TALEE ,0.10
TV,8838,GERMON BEWURZELUNGSPUDER PER TALEE ,0.70
TV,8874,ETOFUM - FL,123.00
TV,8882,,79.00
TV,8882,ULTRA FINE OIL,719.00
TV,8886,SAFARI,7.68
TV,8888,PRIDE ULTRA,16.00
TV,8899,,1300.00
TV,8899,ZOLFO VENTILATO RAMATO 5%,4825.00
TV,8900,ZOLFO VENTILATO RAMATO 3%,225.00
TV,8933,SOLEAS,1.00
TV,8934,,106.00
TV,8934,SCALA,487.00
TV,8937,,8.00
TV,8937,SHIRUDO,153.70
TV,9005,,255.00
TV,9005,AGIL,2007.00
TV,9005,AGIL DA 5 LITRI,5.00
TV,9005,AGIL ERBICIDA PROPAQUIZAFOS LT 1,6.00
TV,9005,AGIL ERBICIDA PROPAQUIZAFOS LT 5,5.00
TV,9005,AGIL LT 1,84.00
TV,9005,AGIL LT 5,295.00
TV,9010,RAMEZIN COMBI WG,230.00
TV,9012,CUPROCAFFARO MICRO,3037.00
TV,9126,CONCORDE COMBI,170.50
TV,9148,SYLLIT 400 SC,8.00
TV,9210,,2290.00
TV,9210,QUADRIS,18132.00
TV,9210,QUADRIS DA 1 LITRO,39.00
TV,9210,QUADRIS LT 1,95.00
TV,9244,,170.00
TV,9244,ZIRAMIT 76 WG,90.00
TV,9280,TOPAS 200 EW,53.00
TV,9286,OHAYO,92.00
TV,9342,DELTRIN,104.00
TV,9342,DELTRIN PFnPE,30.50
TV,9373,CHORUS,7.00
TV,9411,RADIP ORMON,2.20
TV,9422,,153.00
TV,9422,EVADE,1363.50
TV,9422,EVADE LT 1,70.00
TV,9422,EVADE LT 5,170.00
TV,9448,RIFLE 3-18 R BLU,1003.00
TV,9449,EMERALD COMBI,18.00
TV,9509,PROMALIN NT,8.00
TV,9569,,24.00
TV,9569,ZETARAM 3B FL,2674.00
TV,9575,DRIBBLING 240 EC,180.00
TV,9578,,1004.25
TV,9578,SWITCH,7414.50
TV,9578,SWITCH DA 0.250 CHILI,0.75
TV,9578,SWITCH DA 1 CHILO,6.00
TV,9578,SWITCH KG 1,4.00
TV,9627,SOLUTION 20 DISPERSS,2700.00
TV,9655,PRIMIAL WG,2.00
TV,9679,,3.00
TV,9679,KRISTAL 32 WG,1.00
TV,9695,PERLAN,7.50
TV,9705,,6.00
TV,9705,PREVITER,1217.00
TV,9723,DE-SPROUT N,10.00
TV,9724,TIOWETTING DF,14501.00
TV,9744,,415.00
TV,9744,SCORE 10 WG,2264.00
TV,9757,,1.00
TV,9757,SPYRALE,153.00
TV,9790,CONTATTO 320,204.00
TV,9794,PLANET C,10.00
TV,9800,,601.15
TV,9800,MAVRIK SMART,5038.65
TV,9800,MAVRIK SMART LT 0.15,4.35
TV,9800,MAVRIK SMART LT 1,8.00
TV,9809,MALVIN 80 WG,7.00
TV,9843,,36.00
TV,9843,BASAGRAN SG,375.50
TV,9843,BASAGRAN SG KG 3,18.00
TV,9872,AKRIS,420.00
TV,9952,COLZANET,2.00
TV,9954,,499.00
TV,9954,JOKER,4065.00
TV,9954,JOKER LT 1,92.00
TV,9954,JOKER LT 5,40.00
TV,10048,,2875.00
TV,10048,KUMULUS TECNO,46575.00
TV,10105,,1.00
TV,10105,RIDOMIL GOLD SL,58.00
TV,10109,APRON XL,10.00
TV,10117,,617.00
TV,10117,STRATOS ULTRA,10205.00
TV,10117,STRATOS ULTRA LT 1,20.00
TV,10117,STRATOS ULTRA LT 5,25.00
TV,10118,,5.00
TV,10118,AMISTAR,280.00
TV,10142,VERNOIL,200.00
TV,10158,PIREFLOR,632.00
TV,10161,,6.00
TV,10161,ORTIVA,454.00
TV,10175,SPORAMIL R FLOW,1356.00
TV,10209,,6.00
TV,10209,GLYFOS ULTRA,3.00
TV,10226,NOXIS M,20.00
TV,10263,DRIVER,8.00
TV,10296,,93.00
TV,10305,,96.00
TV,10305,OIKOS,683.00
TV,10306,,15.00
TV,10306,MISTRAL,266.00
TV,10350,,9.00
TV,10350,BLAST SG,54.00
TV,10350,BLAST SG KG 3,21.00
TV,10357,RIGRON SG,12.00
TV,10381,,0.05
TV,10381,CONCORDE 40 EW,44.00
TV,10415,ARIC 480 LS,142.00
TV,10423,,4.00
TV,10423,LUMACHICIDA VEBI,295.00
TV,10425,SCUDEX,83.50
TV,10439,,33.00
TV,10439,SPRAY DUNGER GLOBAL,654.00
TV,10461,DICOTURF,5.00
TV,10474,TERDIM,135.00
TV,10479,,791.00
TV,10479,NATURALIS,594.00
TV,10573,,580.00
TV,10573,KOCIDE 2000,11021.00
TV,10573,KOCIDE 2000 DA 1 KG,63.00
TV,10573,KOCIDE 2000 KG 10,100.00
TV,10585,,155.00
TV,10585,SULCOTREK,1776.50
TV,10588,,1420.00
TV,10588,BIOPIREN PLUS,2519.00
TV,10604,,84.00
TV,10604,EMERALD 40 EW,502.80
TV,10627,FRUPICA,13.00
TV,10632,,30.00
TV,10632,COBRE NORDOX SUPER 75 WG,526.00
TV,10647,,100.00
TV,10701,,394.00
TV,10701,CUMETA FLOW,14575.50
TV,10734,,661.00
TV,10734,DUAL GOLD,6230.70
TV,10734,DUAL GOLD LT 1,28.00
TV,10735,,241.00
TV,10735,PRIMAGRAM GOLD,5084.00
TV,10735,PRIMAGRAM GOLD LT 1,70.00
TV,10735,PRIMAGRAM GOLD LT 20,160.00
TV,10735,PRIMAGRAM GOLD LT 5,90.00
TV,10741,,35.00
TV,10741,METACINQUE,1925.00
TV,10741,METACINQUE PFnPE,10.00
TV,10771,,266.00
TV,10771,MOST MICRO,3280.20
TV,10771,MOST MICRO LT 1,15.00
TV,10771,MOST MICRO LT 5,295.00
TV,10890,,65.00
TV,10890,FLiPPER,2597.60
TV,10890,FLiPPER PFnPE,28.90
TV,10926,,1.00
TV,10926,ALTOREX,337.00
TV,10926,ALTOREX LT 1,1.00
TV,10929,,35.55
TV,10929,CHIKARA 25 WG,93.30
TV,10929,CHIKARA 25 WG GR 50,0.10
TV,10944,,131.00
TV,10944,KARATE ZEON,633.50
TV,10948,VITISAN WG,102.50
TV,10976,,318.00
TV,10976,METEOR,5786.00
TV,10976,METEOR LT 1,22.00
TV,10976,METEOR PFnPE,6.00
TV,10999,BETANAL SE,182.00
TV,11011,,183.00
TV,11011,DASH HC,1542.00
TV,11011,DASH HC LT 1,2.00
TV,11013,CiOPPER,5.00
TV,11041,METIX COMBI,30.00
TV,11044,TUREX,26.00
TV,11059,BIOPOWER,360.00
TV,11062,,30.50
TV,11062,BION 50 WG,58.50
TV,11062,BION 50 WG GR 500,2.50
TV,11070,TIOGOLD DISPERSS,318915.00
TV,11102,,19320.00
TV,11102,HELIOSOUFRE S,7992.00
TV,11107,,135.00
TV,11107,ECO-TRAP,5.00
TV,11119,,358.50
TV,11119,FLINT,2398.25
TV,11120,ZENITH,37.00
TV,11133,,17.00
TV,11133,SHELTER,3408.00
TV,11133,SHELTER DA 0.5 CHILI,1.50
TV,11150,,2075.00
TV,11150,ALL SEASONS,2800.00
TV,11150,ALL SEASONS LT 25,100.00
TV,11183,PROGERBALIN LG,0.50
TV,11197,,410.00
TV,11197,VITENE 45 WG,699.00
TV,11206,,102.50
TV,11206,CODACIDE,6539.50
TV,11206,CODACIDE DA 2.5 LITRI,12.50
TV,11206,CODACIDE LT 10,190.00
TV,11206,CODACIDE LT 2.50,57.50
TV,11243,,261.00
TV,11243,LEOPARD 5 EC,5194.00
TV,11243,LEOPARD 5 EC LT 1,30.00
TV,11252,CONTANS WG,32.00
TV,11252,CONTANS WG KG 4,76.00
TV,11252,LALSTOP Contans WG,28.00
TV,11253,,5.00
TV,11253,CALLISTO,4.00
TV,11255,DIVAM FLOW,781.00
TV,11257,COSTAR WG,488.25
TV,11257,COSTAR WG GR 750,7.50
TV,11258,FAZOR STAR,60.00
TV,11299,OKLAHOMA,150.00
TV,11303,,200.00
TV,11303,CHAMP DP,390.00
TV,11341,,259.00
TV,11341,STARANE GOLD,3405.50
TV,11341,STARANE GOLD DA 1 LITRO,10.00
TV,11353,,338.00
TV,11353,FUSILADE MAX,496.00
TV,11393,BEETLE,2.00
TV,11402,MELODY COMBI,100.00
TV,11416,OVIPRON TOP,97.00
TV,11449,GARDOPRIM GOLD,1715.00
TV,11479,,1.00
TV,11479,BRANCHER DIRADO,27.00
TV,11497,CRITTOVIT WG,8903.00
TV,11501,PARIFOL,606.00
TV,11505,READY GERMIDRIPLUS,189.00
TV,11505,READY GERMIPLUS,714.00
TV,11505,READY GERMIPLUS KG 7,1148.00
TV,11525,FUNGIDINA 400 SC,23.00
TV,11526,,18.00
TV,11526,SULTAN,1030.00
TV,11561,,1.00
TV,11561,NEEMAZAL T/S,87.00
TV,11569,,40.00
TV,11569,CUPROXAT SDI,2342.00
TV,11611,,5.00
TV,11611,VYDATE 10L,10.00
TV,11619,TIOFLOR WDG,446.00
TV,11637,,90.00
TV,11637,CUPROFIX C DISPERSS,450.00
TV,11648,AZACTIVA,0.30
TV,11649,COMMAND 36 CS,141.80
TV,11654,,9.00
TV,11654,VERIN,141.00
TV,11660,SHOGUN,2.00
TV,11687,,30.00
TV,11690,GOAL 480 SC,96.00
TV,11693,,16.00
TV,11693,LASER,202.45
TV,11693,LASER ML 500,9.00
TV,11711,,2330.00
TV,11711,MEXIRAM HI BIO,26270.00
TV,11711,MEXIRAM HI BIO KG 10,30.00
TV,11735,DELICIA CONTRA-LUMACHE,35.00
TV,11760,,4980.00
TV,11760,POLITHIOL,39020.00
TV,11762,,10.00
TV,11762,FORUM STAR,160.00
TV,11767,BIG MAIS,12.00
TV,11779,KOP-TWIN,1990.00
TV,11786,,1.83
TV,11786,AQ 10 WG,107.83
TV,11786,AQ 10 WG GR 30,0.12
TV,11789,MANAGER,1.00
TV,11793,,4.00
TV,11793,XENTARI WG,10.00
TV,11802,TETRACAP 80 DG,1.00
TV,11852,SEVEN,1.68
TV,11852,SEVEN PFnPE,36.00
TV,11854,BUGGY TF,92.00
TV,11857,,570.00
TV,11857,MIDAURIL COMBI,1705.00
TV,11872,RIFLE 3-18-R,951.00
TV,11908,VENTUREX 400 SC,4.00
TV,11908,VENTUREX 400 SC LT 1,49.00
TV,11908,VENTUREX 400 SC LT 5,55.00
TV,11944,,10.00
TV,11944,ASPECT,75.00
TV,11991,,38.00
TV,11991,NEEMIK TEN,7.00
TV,11999,,3960.00
TV,11999,BUSSOLA WG NC,60.00
TV,12010,TUAREG,42.00
TV,12020,SUCCESS,3.88
TV,12023,KLARTAN SMART,3.00
TV,12025,GERBATHIN 2 LG,27.00
TV,12037,CAMIX,340.00
TV,12041,,601.00
TV,12041,MARTOS,126.00
TV,12043,PREVICUR ENERGY,85.00
TV,12043,PREVICUR ENERGY LT 1,17.00
TV,12043,PREVICUR ENERGY LT 5,35.00
TV,12043,PREVICUR ENERGY PFnPE,1.00
TV,12044,CURZATE SYSTEM,1097.50
TV,12044,CURZATE SYSTEM 2.5 CHILI,10.00
TV,12048,,111.00
TV,12048,TIOSOL 80 WG,24748.00
TV,12067,CIPER,4.00
TV,12078,METALIM,16.00
TV,12096,,19890.00
TV,12096,POLTIGLIA DISPERSS,98553.00
TV,12096,POLTIGLIA DISPERSS  DA 15 CHILI,45.00
TV,12096,POLTIGLIA DISPERSS KG 15,60.00
TV,12100,,35.00
TV,12100,ASSET DUO,20.00
TV,12106,,167.00
TV,12106,TALENDO,531.00
TV,12106,TALENDO LT 1,1.00
TV,12114,AUXIGER LG,34.40
TV,12133,JUVINAL GOLD,21.00
TV,12156,MAKE UP 80 WDG,1.00
TV,12170,,7080.00
TV,12170,HELIOCUIVRE,5400.00
TV,12172,FERRAMOL,210.00
TV,12172,FERRAMOL PFnPE,449.00
TV,12202,ZEMIX R WG,11.00
TV,12225,,35.50
TV,12225,TEPPEKI,32.56
TV,12235,FERRAMOL ESCA LUMACHICIDA (PFnPO),8.40
TV,12235,FERRAMOL ESCA LUMACHICIDA PFnPO,3.00
TV,12285,,258.00
TV,12285,FORUM GOLD,1614.00
TV,12319,KRONOS,325.00
TV,12323,VEBIZOLFO WG,1.50
TV,12374,,880.00
TV,12381,,625.00
TV,12381,NU-FILM-P,1279.00
TV,12437,,1.00
TV,12437,DELAN 70 WG,246.00
TV,12452,,50.00
TV,12452,EQUIP,38.00
TV,12453,,270.00
TV,12453,MILDICUT,5777.00
TV,12453,MILDICUT DA 15 LITRI,15.00
TV,12455,DAZIDE ENHANCE,48.00
TV,12461,FINALSAN ERBICIDA PROFESSIONAL,2.00
TV,12482,,610.00
TV,12482,LUMAX,22435.00
TV,12482,LUMAX LT 20,1520.00
TV,12482,LUMAX LT 5,375.00
TV,12491,CIPERTHRIN PLUS,5.00
TV,12522,METRO,0.50
TV,12528,,119.00
TV,12528,CABRIO TOP,4897.00
TV,12528,CABRIO TOP DA 5 CHILI,5.00
TV,12528,CABRIO TOP KG 1,5.00
TV,12528,CABRIO TOP KG 3,20.00
TV,12529,,46.00
TV,12529,TUCANA 25 EC,320.00
TV,12529,TUCANA 25 EC DA 1 LITRO,14.00
TV,12529,TUCANA 25 EC LT 1,2.00
TV,12534,,19.00
TV,12534,FOXTAIL,376.50
TV,12548,,21.00
TV,12548,XANILO 45 WG,701.00
TV,12566,,125.10
TV,12566,PYGANIC 14,545.00
TV,12568,SPRINTEX NEW L,12.00
TV,12590,DIASTAR MAXI,3580.00
TV,12622,,396.50
TV,12622,QUANTUM,97.00
TV,12622,QUANTUM GR 500,0.50
TV,12622,QUANTUM KG 0.5,5.00
TV,12625,EFUZIN 355 SC,2.00
TV,12628,SERENADE MAX,22.00
TV,12636,QUASAR 6-24 R,170.00
TV,12644,ALTIX,20.00
TV,12647,GLITTER,304.00
TV,12647,GLITTER LT 1,85.00
TV,12647,GLITTER LT 5,300.00
TV,12662,METAFOL 700 SC,215.00
TV,12671,,105.76
TV,12671,HARMONY 50 SX,58.23
TV,12671,HARMONY 50 SX DA 0.016 CHILI,0.03
TV,12671,HARMONY 50 SX GR 20,4.14
TV,12737,,7873.00
TV,12737,AIRONE PIU',21734.00
TV,12738,KING 360 HP,4269.00
TV,12748,GRIFON PIU',8898.00
TV,12754,VERDRAM HI BIO,1141.00
TV,12756,,17.00
TV,12756,Dicotex,311.00
TV,12759,OSSICLOR 35 WG,1296.00
TV,12759,OSSICLOR 35 WG PFnPE,4.50
TV,12768,,40.00
TV,12768,SPINTOR FLY,66.00
TV,12770,ALAR 85 GOLD,27.00
TV,12779,RAMEDIT COMBI WG,700.00
TV,12792,,24.00
TV,12792,MAGIC TANDEM,165.00
TV,12806,FEDOR,531.00
TV,12828,SITOFEX,159.00
TV,12831,INSIGNIA,30.00
TV,12833,ISOMATE C/OFM,1.00
TV,12835,,35.60
TV,12835,ISONET LE,419.00
TV,12842,MENNO Florades,560.00
TV,12859,BORNEO,6.64
TV,12860,MILBEKNOCK,14.00
TV,12862,,70.00
TV,12862,CANTUS,716.00
TV,12866,COLLIS,20.00
TV,12868,BELLIS,56.00
TV,12869,,89.00
TV,12869,SIGNUM,2200.00
TV,12873,FANTIC F WG,2465.00
TV,12878,,8826.00
TV,12878,FOLPAN GOLD,45432.00
TV,12878,FOLPAN GOLD DA 5 CHILI,30.00
TV,12878,FOLPAN GOLD KG 1,11.00
TV,12878,FOLPAN GOLD KG 5,20.00
TV,12883,,1450.00
TV,12883,PROSPER 300 CS,2978.00
TV,12883,PROSPER 300 CS DA 1 LITRO,25.00
TV,12883,PROSPER 300 CS LT 1,7.00
TV,12886,,2006.00
TV,12886,KARATHANE STAR,13826.00
TV,12886,KARATHANE STAR  DA 1 LITRO,13.00
TV,12886,KARATHANE STAR LT 1,13.00
TV,12888,,64.00
TV,12888,LEPINOX PLUS,166.00
TV,12889,AVOGADRO,9.20
TV,12916,SACRON 45 W,426.00
TV,12933,,198.00
TV,12940,,55.00
TV,12940,KARATE ZEON 15,723.00
TV,12949,,6695.00
TV,12949,AZUPEC 80 WG,36820.00
TV,12960,STARPROP,10.00
TV,12961,HEREU,5.00
TV,12994,VIVER ELITE WG,321.50
TV,13012,,4935.00
TV,13012,FOLVIT 80 WDG,54989.00
TV,13012,FOLVIT 80 WDG KG 5,75.00
TV,13018,,47.00
TV,13018,GONDOR,179.00
TV,13020,MICRORAM 35 WG,219.70
TV,13020,MICRORAM 35 WG PFnPE,1.80
TV,13061,,91.00
TV,13061,BIOBIT DF,222.00
TV,13064,,2169.00
TV,13064,VITENE ULTRA SC,6772.50
TV,13065,,445.50
TV,13065,DOMARK 125,517.50
TV,13065,DOMARK 125 PFnPE,0.25
TV,13068,NEORAM WG,140.00
TV,13083,,590.00
TV,13083,CURZATE EFFE,1185.00
TV,13084,,315.00
TV,13084,TELDOR PLUS,2007.00
TV,13093,,225.00
TV,13093,STOMP AQUA,1192.00
TV,13093,STOMP AQUA LT 1,89.00
TV,13093,STOMP AQUA LT 5,30.00
TV,13098,,20.00
TV,13098,ROUNDUP POWER 20,3133.00
TV,13098,ROUNDUP POWER 20 PFnPE,3.50
TV,13108,,5485.00
TV,13108,CURAME BORDEAUX,6760.00
TV,13116,,31.00
TV,13116,MEDOR 35 CLASS,64.00
TV,13120,MYSTIC 430 SC,60.00
TV,13126,,1.00
TV,13126,CABRIO DUO,191.00
TV,13127,VALIS F,544.00
TV,13149,,5.00
TV,13149,POLTIGLIA MANICA 20 WG,858.50
TV,13149,POLTIGLIA MANICA 20 WG KG 1,47.00
TV,13149,POLTIGLIA MANICA 20 WG PFnPE,15.00
TV,13150,CURAME 25 WG,1332.00
TV,13152,,60.00
TV,13152,OPTIX R DISPERSS,6956.00
TV,13154,,38.00
TV,13154,MONDAK 480 S,328.00
TV,13156,CAMBEL 480 S,95.00
TV,13158,,32.00
TV,13158,REMEDIER,919.00
TV,13159,PRIMIAL,231.00
TV,13160,,2656.00
TV,13160,FORUM TOP,26356.00
TV,13160,FORUM TOP KG 1,29.00
TV,13160,FORUM TOP KG 5,130.00
TV,13168,,87.00
TV,13168,LAUDIS,1448.00
TV,13179,PLAYER COMBI SC,5.00
TV,13205,,2150.00
TV,13205,ZOLFO MANICA SCORREVOLE DOPPIO RAFF,21435.00
TV,13211,ZOLFO VENTILATO SCORREVOLE 96%,1650.00
TV,13213,,3191.00
TV,13213,R6 ERRESEI ALBIS,22374.00
TV,13213,R6 ERRESEI ALBIS KG 1,3.00
TV,13213,R6 ERRESEI ALBIS KG 10,20.00
TV,13218,FINALSAN PLUS,2120.00
TV,13236,,162.00
TV,13236,BULLET,670.00
TV,13236,BULLET LT 1,97.00
TV,13236,BULLET LT 5,85.00
TV,13242,,82.00
TV,13242,NICOGAN VO,4744.50
TV,13242,NICOGAN VO DA 1 LITRO,2.00
TV,13242,NICOGAN VO LT 1,12.00
TV,13242,NICOGAN VO LT 5,65.00
TV,13244,,350.00
TV,13244,ZOLFO VENTILATO STELLA,14185.00
TV,13249,,300.00
TV,13249,ZOLFO VENTILATO STELLA RAMATO S,2950.00
TV,13250,ZOLFO VENTILATO STELLA RAMATO B,1535.00
TV,13252,PLAYER 250 SC,1125.00
TV,13253,PLAYER SC,1115.00
TV,13254,PLAYER 25 WG,12.00
TV,13255,Player GR,126.00
TV,13255,PLAYER GR KG 7,49.00
TV,13263,BORDORAM 20 WG,147.40
TV,13263,BORDORAM 20 WG PFnPE,65.70
TV,13285,SEVERAL,1977.00
TV,13290,,2005.12
TV,13290,ZOLFO MANICA DOPPIO RAFFINATO VENTI,15870.00
TV,13298,QUANTUM F,20.00
TV,13299,MAGIO',2.00
TV,13308,DICARZOL 10 SP,6.00
TV,13313,CASPER,90.00
TV,13327,,6.10
TV,13327,GRANSTAR ULTRA SX,76.55
TV,13327,GRANSTAR ULTRA SX GR 200,4.00
TV,13327,GRANSTAR ULTRA SX GR 50,1.50
TV,13335,,12.00
TV,13367,DIVO,7.00
TV,13377,COLUMBUS,114.00
TV,13377,COLUMBUS LT 3,39.00
TV,13382,,2385.00
TV,13382,PERGADO SC,9470.00
TV,13382,PERGADO SC DA 0.5 LITRI,22.50
TV,13382,PERGADO SC DA 1 LITRO,27.00
TV,13382,PERGADO SC ML 500,10.50
TV,13386,,1.00
TV,13386,PROSARO,1301.00
TV,13387,,13.78
TV,13387,FLORAMIX,105.47
TV,13387,FLORAMIX GR 530,17.49
TV,13388,BROADWAY,176.00
TV,13389,,1292.00
TV,13389,AFFIRM,10023.00
TV,13389,AFFIRM KG 1,24.00
TV,13389,AFFIRM KG 10,40.00
TV,13389,AFFIRM KG 5,35.00
TV,13391,CYTHRIN 50 EC,228.00
TV,13405,,23.00
TV,13430,TENOR SC,9.60
TV,13451,SPARVIERO,36.00
TV,13455,,426.00
TV,13455,ANTIGRAM GOLD,3695.00
TV,13455,ANTIGRAM GOLD DA 1 LITRO,1.00
TV,13455,ANTIGRAM GOLD LT 1,87.00
TV,13455,ANTIGRAM GOLD LT 20,60.00
TV,13455,ANTIGRAM GOLD LT 5,170.00
TV,13466,,558.00
TV,13466,SPOTLIGHT PLUS,8961.00
TV,13468,CLINER PFnPE,1.50
TV,13471,,70.00
TV,13471,NICOZEA OD,69.00
TV,13472,,3.00
TV,13472,ALIEN,38.00
TV,13485,,16715.00
TV,13485,FOLPEC 80 WG ADVANCE,43587.00
TV,13485,FOLPEC 80 WG ADVANCE KG 1,12.00
TV,13485,FOLPEC 80 WG ADVANCE KG 10,40.00
TV,13486,JUDO,17.00
TV,13489,,219.00
TV,13489,CYMBAL,2233.00
TV,13491,CYMBAL 45 WG,5.00
TV,13540,,1810.00
TV,13540,QUASAR R FLOW,4267.00
TV,13552,,5250.00
TV,13552,ZOLFIS 80,5.00
TV,13552,ZOLVIS 80 SECTOR,9401.50
TV,13560,FORZA,104.00
TV,13576,,2.00
TV,13576,RAMEPLANT WG PFnPE,36.00
TV,13578,RAME CAFFARO BLU WG NEW,620.00
TV,13585,SOLOFOL,25885.00
TV,13586,,600.00
TV,13586,VERDERAME 20 WG,820.00
TV,13592,VOLARE,225.00
TV,13600,,400.00
TV,13600,ZOLFO SAIM DOPPIO VENTILATO SCO,7595.00
TV,13604,,275.00
TV,13604,ZOLFO SAIM RAFFINATO DOPPIO VEN,2280.00
TV,13635,POLTIGLIA 20 PB MANICA,370.00
TV,13635,POLTIGLIA 20 PB MANICA PFnPE,2.00
TV,13637,,855.00
TV,13637,PERGADO F,9853.00
TV,13647,NEORAM BLU WG,150.00
TV,13651,SPECTRO,8.00
TV,13689,,0.50
TV,13689,FLINT MAX,25.00
TV,13689,FLINT MAX GR 500,6.00
TV,13693,BACILLUS CHEMIA,11.00
TV,13698,,512.50
TV,13698,VIVANDO,4041.25
TV,13698,VIVANDO DA 0.250 LITRI,9.25
TV,13698,VIVANDO DA 1 LITRO,5.00
TV,13700,ATLANTIS PRO,112.50
TV,13714,,6540.00
TV,13714,FOLPEC 50 SC,10875.00
TV,13719,,50.00
TV,13719,THIAMON 80 PLUS,5925.00
TV,13741,SELECTA DISPERSS,5.00
TV,13753,GAL-GONE,371.00
TV,13771,NIMROD 250 EW,108.00
TV,13792,,11.00
TV,13792,STABILAN,98.00
TV,13796,,60.00
TV,13796,CELL,2479.00
TV,13809,,260.00
TV,13809,FORCE ULTRA,109360.00
TV,13809,FORCE ULTRA DA 10 CHILI,180.00
TV,13809,FORCE ULTRA KG 10,40.00
TV,13812,NOTO 40 OD,2.00
TV,13823,ALVERDE,25.00
TV,13838,XEDAVIR,3.75
TV,13838,XEDAVIR PFnPE,1.25
TV,13841,,840.00
TV,13841,FOCUS ULTRA,1456.00
TV,13841,FOCUS ULTRA LT 1,20.00
TV,13841,FOCUS ULTRA LT 5,65.00
TV,13888,,1351.00
TV,13888,FANTIC F NC WG,6215.00
TV,13895,,50.00
TV,13895,SAVIRAN STAR,1100.00
TV,13905,,59.00
TV,13905,BANJO,211.00
TV,13926,,122.50
TV,13926,SPONSOR,388.50
TV,13927,ZAMIR 18,637.50
TV,13930,MARINS 200 CLASS,52.00
TV,13955,SUDOKU,47.00
TV,13981,,53.85
TV,13981,CORAGEN,530.80
TV,13983,HUSSAR MAXX PRO,3.00
TV,13998,,89.00
TV,13998,PYRUS 400 SC,607.00
TV,14018,BASIC,81.00
TV,14018,BASIC DA 1 LITRO,24.00
TV,14020,LIDAL,143.00
TV,14020,LIDAL DA 1 LITRO,32.00
TV,14024,PERFIL 10 WP,23.50
TV,14044,JOKER 480,139.00
TV,14058,,110.50
TV,14058,FEINZIN 70 DF,2243.00
TV,14058,FEINZIN 70 DF 0.25,6.75
TV,14058,FEINZIN 70 DF DA 0.250 CHILI,2.75
TV,14058,FEINZIN 70 DF GR 250,180.75
TV,14061,,11.50
TV,14062,,2381.00
TV,14062,ZOXIUM 240 SC,18697.00
TV,14062,ZOXIUM 240 SC DA 1 LITRO,56.00
TV,14062,ZOXIUM 240 SC LT 1,20.00
TV,14062,ZOXIUM 240 SC LT 5,5.00
TV,14100,KANEMITE,17.00
TV,14101,,120.00
TV,14101,CARAMBA,10.00
TV,14102,,2020.00
TV,14102,BORDOFLOW NEW,4696.00
TV,14119,,15.00
TV,14119,VISIR PENCOTECH,299.00
TV,14128,ZIGNAL,6.00
TV,14136,OBERON,18.50
TV,14137,,0.40
TV,14137,ALTACOR,94.10
TV,14137,ALTACOR GR 100,0.40
TV,14137,ALTACOR GR 300,6.60
TV,14154,PIRETRO ACTIGREEN,925.48
TV,14154,PIRETRO ACTIGREEN PFnPE,0.30
TV,14156,CURZATE R WG,160.00
TV,14156,CURZATE R WG KG 10,10.00
TV,14165,,1520.00
TV,14165,NANDO MAXI,1292.00
TV,14165,NANDO MAXI LT 1,2.00
TV,14166,,200.00
TV,14166,ZETOR,21.00
TV,14169,,15.00
TV,14182,,2.00
TV,14182,ARES 25 WG,8.00
TV,14193,,10.00
TV,14193,SARMOX 45 DG,839.00
TV,14195,KENDO WITH ZEON TECHNOLOGY,14.00
TV,14210,,964.50
TV,14210,EVURE PRO,2431.70
TV,14210,EVURE PRO DA 1 LITRO,46.00
TV,14210,EVURE PRO LT 1,10.00
TV,14214,,2.00
TV,14214,RAPSAN 500 SC,131.00
TV,14217,TENAX EW,9.00
TV,14232,CYTHRIN MAX,1.00
TV,14257,,6.00
TV,14257,UNDERLINE 0.2 G,3.00
TV,14262,,21.50
TV,14262,GREENEX NF,187.43
TV,14262,GREENEX NF PFnPE,0.50
TV,14263,BIOTEN,4.00
TV,14294,EXECUTIVE,0.10
TV,14294,EXECUTIVE GR 100,0.10
TV,14323,BELPROMEC,135.00
TV,14323,BELPROMEC LT 1,1.00
TV,14336,NEMATHORIN 150 EC,19.00
TV,14348,,10.00
TV,14348,AGRON R WG,270.00
